metric,gene,label,label_frequency,neg_log10_freq,metric_value,metric_quantile
palma_final,PLD4,DC6,0.1517543859649122,0.8188587482076775,0.978518182733958,0.9785433665760048
palma_final,ITM2C,DC6,0.1517543859649122,0.8188587482076775,0.9795255364158356,0.9795507202578826
palma_final,IRF7,DC6,0.1517543859649122,0.8188587482076775,0.986425909136698,0.9864510929787449
palma_final,CCDC50,DC6,0.1517543859649122,0.8188587482076775,0.8338621940163191,0.8338873778583661
palma_final,TCF4,DC6,0.1517543859649122,0.8188587482076775,0.8905762063060341,0.890601390148081
palma_final,LYZ,DC6,0.1517543859649122,0.8188587482076775,0.5261156442026795,0.5261408280447265
palma_final,CD14,Mono1,0.1421052631578947,0.8473898367938417,0.9992193008965448,0.9992444847385917
palma_final,VCAN,Mono1,0.1421052631578947,0.8473898367938417,0.9853681877707264,0.9853933716127733
palma_final,S100A8,Mono1,0.1421052631578947,0.8473898367938417,0.9990681978442632,0.99909338168631
palma_final,FCN1,Mono1,0.1421052631578947,0.8473898367938417,0.9747406064269164,0.9747657902689635
palma_final,S100A9,Mono1,0.1421052631578947,0.8473898367938417,0.9698045733857156,0.9698297572277627
palma_final,ITGB2,Mono1,0.1421052631578947,0.8473898367938417,0.1248866727107887,0.1249118565528357
palma_final,LRP1,Mono1,0.1421052631578947,0.8473898367938417,0.7512591921023472,0.7512843759443941
palma_final,TKT,Mono1,0.1421052631578947,0.8473898367938417,0.1405006547798932,0.14052583862194015
palma_final,LYZ,Mono1,0.1421052631578947,0.8473898367938417,0.5261156442026795,0.5261408280447265
palma_final,CSF3R,Mono1,0.1421052631578947,0.8473898367938417,0.9773597259997984,0.9773849098418455
palma_final,LAIR2,Mono2,0.1008771929824561,0.9962070109828611,0.8366324166414828,0.8366576004835298
palma_final,PSAP,Mono2,0.1008771929824561,0.9962070109828611,0.1296212350156139,0.12964641885766093
palma_final,IFI30,Mono2,0.1008771929824561,0.9962070109828611,0.4485494106980961,0.44857459454014303
palma_final,FTL,Mono2,0.1008771929824561,0.9962070109828611,0.2742268560491588,0.2742520398912058
palma_final,ASAH1,Mono2,0.1008771929824561,0.9962070109828611,0.3193563009972801,0.3193814848393271
palma_final,APOBEC3A,Mono2,0.1008771929824561,0.9962070109828611,0.9748413417951044,0.9748665256371511
palma_final,SAT1,Mono2,0.1008771929824561,0.9962070109828611,0.3973758436587086,0.3974010275007555
palma_final,TSPAN14,Mono2,0.1008771929824561,0.9962070109828611,0.0813186259695779,0.08134380981162487
palma_final,RPS26,Mono2,0.1008771929824561,0.9962070109828611,0.0913417951042611,0.09136697894630805
palma_final,PTPRC,Mono2,0.1008771929824561,0.9962070109828611,0.127405056915483,0.12743024075752996
palma_final,G0S2,Mono3,0.0271929824561403,1.5655431575022007,0.9994711393170144,0.9994963231590611
palma_final,NAMPT,Mono3,0.0271929824561403,1.5655431575022007,0.7498488969477184,0.7498740807897653
palma_final,NEAT1,Mono3,0.0271929824561403,1.5655431575022007,0.087413115744938,0.08743829958698499
palma_final,AL137655,Mono3,0.0271929824561403,1.5655431575022007,0.1302760149088345,0.13030119875088145
palma_final,CSF3R,Mono3,0.0271929824561403,1.5655431575022007,0.9773597259997984,0.9773849098418455
palma_final,FCGR3B,Mono3,0.0271929824561403,1.5655431575022007,0.9973556965850712,0.9973808804271179
palma_final,TNFRSF10C,Mono3,0.0271929824561403,1.5655431575022007,0.9894983378664248,0.9895235217084718
palma_final,SRGN,Mono3,0.0271929824561403,1.5655431575022007,0.134859474161378,0.134884658003425
palma_final,TREM1,Mono3,0.0271929824561403,1.5655431575022007,0.9695527349652464,0.9695779188072933
palma_final,MXD1,Mono3,0.0271929824561403,1.5655431575022007,0.1371260199456029,0.13715120378764983
palma_final,PRF1,Mono4,0.0157894736842105,1.8016323462331674,0.9741110103757428,0.9741361942177899
palma_final,KLRD1,Mono4,0.0157894736842105,1.8016323462331674,0.0556814747657902,0.05570665860783721
palma_final,CTSW,Mono4,0.0157894736842105,1.8016323462331674,0.9438148483932708,0.9438400322353179
palma_final,CCL5,Mono4,0.0157894736842105,1.8016323462331674,0.1354638863705047,0.13548907021255163
palma_final,GNLY,Mono4,0.0157894736842105,1.8016323462331674,0.99604613679863,0.9960713206406769
palma_final,KLRC4-KLRK1,Mono4,0.0157894736842105,1.8016323462331674,0.9460813941774956,0.9461065780195427
palma_final,TCRBV3S1,Mono4,0.0157894736842105,1.8016323462331674,0.9741110103757428,0.9741361942177899
palma_final,NKG7,Mono4,0.0157894736842105,1.8016323462331674,0.9970534904805076,0.9970786743225547
palma_final,SPON2,Mono4,0.0157894736842105,1.8016323462331674,0.9611916994056612,0.9612168832477083
palma_final,FGFBP2,Mono4,0.0157894736842105,1.8016323462331674,0.9545431651052684,0.9545683489473153
palma_final,SKP1,Singleton,0.0552631578947368,1.2575643018828913,0.0194671099022866,0.019492293744333637
palma_final,EIF2S3,Singleton,0.0552631578947368,1.2575643018828913,0.0298932205097209,0.029918404351767906
palma_final,RPL23,Singleton,0.0552631578947368,1.2575643018828913,0.1247355696585071,0.12476075350055404
palma_final,POLR2E,Singleton,0.0552631578947368,1.2575643018828913,0.0243527752593935,0.024377959101440517
palma_final,CNPY3,Singleton,0.0552631578947368,1.2575643018828913,0.0462627178402337,0.04628790168228065
palma_final,COX7C,Singleton,0.0552631578947368,1.2575643018828913,0.1224690238742822,0.1224942077163292
palma_final,EEF1B2,Singleton,0.0552631578947368,1.2575643018828913,0.3314949128639065,0.33152009670595345
palma_final,EIF5A,Singleton,0.0552631578947368,1.2575643018828913,0.0287347637755616,0.02875994761760854
palma_final,SERF2,Singleton,0.0552631578947368,1.2575643018828913,0.020172257479601,0.02019744132164803
palma_final,NPC2,Singleton,0.0552631578947368,1.2575643018828913,0.1253399818676337,0.12536516570968068
gini_final,C1ORF54,DC1,0.1456140350877193,0.8367967632964175,0.9510174272186964,0.9510426110607434
gini_final,CLEC9A,DC1,0.1456140350877193,0.8367967632964175,0.9196887277122998,0.9197139115543468
gini_final,HLA-DPA1,DC1,0.1456140350877193,0.8367967632964175,0.9923189281756823,0.9923441120177294
gini_final,CADM1,DC1,0.1456140350877193,0.8367967632964175,0.8316963836002821,0.831721567442329
gini_final,HLA-DPB2,DC1,0.1456140350877193,0.8367967632964175,0.980683993149995,0.9807091769920419
gini_final,WDFY4,DC1,0.1456140350877193,0.8367967632964175,0.9043265840636648,0.9043517679057117
gini_final,TYROBP,DC1,0.1456140350877193,0.8367967632964175,0.985922232295759,0.985947416137806
gini_final,CPVL,DC1,0.1456140350877193,0.8367967632964175,0.9865266445048856,0.9865518283469326
gini_final,CD74,DC1,0.1456140350877193,0.8367967632964175,0.9949380477485644,0.9949632315906115
gini_final,HLA-DPB1,DC1,0.1456140350877193,0.8367967632964175,0.8517930895537423,0.8518182733957893
gini_final,CD1C,DC2,0.0921052631578947,1.0357155522665347,0.9792233303112724,0.9792485141533193
gini_final,FCER1A,DC2,0.0921052631578947,1.0357155522665347,0.9993704039488264,0.9993955877908733
gini_final,CLEC10A,DC2,0.0921052631578947,1.0357155522665347,0.9698549410698096,0.9698801249118566
gini_final,HLA-DQA1,DC2,0.0921052631578947,1.0357155522665347,0.9747406064269164,0.9747657902689635
gini_final,HLA-DQA2,DC2,0.0921052631578947,1.0357155522665347,0.5910899566837917,0.5911151405258386
gini_final,HLA-DRA,DC2,0.0921052631578947,1.0357155522665347,0.9961468721668176,0.9961720560088647
gini_final,HLA-DQB,DC2,0.0921052631578947,1.0357155522665347,0.9871814243981062,0.9872066082401532
gini_final,HLA-DRB4,DC2,0.0921052631578947,1.0357155522665347,0.956457137100836,0.956482320942883
gini_final,HLA-DRB1,DC2,0.0921052631578947,1.0357155522665347,0.9976579026896344,0.9976830865316813
gini_final,DQ-A1,DC2,0.0921052631578947,1.0357155522665347,0.3177949027903697,0.3178200866324166
gini_final,FCER1A,DC3,0.0833333333333333,1.0791812460476249,0.9993704039488264,0.9993955877908733
gini_final,ANXA2,DC3,0.0833333333333333,1.0791812460476249,0.98813841039589,0.988163594237937
gini_final,RNASE2,DC3,0.0833333333333333,1.0791812460476249,0.9786189181021456,0.9786441019441926
gini_final,ANXA1,DC3,0.0833333333333333,1.0791812460476249,0.9970534904805076,0.9970786743225547
gini_final,GAPDH,DC3,0.0833333333333333,1.0791812460476249,0.9720711191699406,0.9720963030119875
gini_final,CD1C,DC3,0.0833333333333333,1.0791812460476249,0.9792233303112724,0.9792485141533193
gini_final,CLEC10A,DC3,0.0833333333333333,1.0791812460476249,0.9698549410698096,0.9698801249118566
gini_final,SH3BGRL3,DC3,0.0833333333333333,1.0791812460476249,0.908204895738894,0.9082300795809408
gini_final,S100A9,DC3,0.0833333333333333,1.0791812460476249,0.9990681978442632,0.99909338168631
gini_final,CAPG,DC3,0.0833333333333333,1.0791812460476249,0.8770272992847788,0.8770524831268258
gini_final,FCGR3A,DC4,0.1596491228070175,0.7968334633513979,0.991714515966556,0.9917396998086028
gini_final,LST1,DC4,0.1596491228070175,0.7968334633513979,0.9888435579732044,0.9888687418152513
gini_final,AIF1,DC4,0.1596491228070175,0.7968334633513979,0.9845119371411304,0.9845371209831771
gini_final,IFITM3,DC4,0.1596491228070175,0.7968334633513979,0.9840082603001914,0.9840334441422384
gini_final,AK307192,DC4,0.1596491228070175,0.7968334633513979,0.9748413417951044,0.9748665256371511
gini_final,MTSS1,DC4,0.1596491228070175,0.7968334633513979,0.5555303717135086,0.5555555555555556
gini_final,TCF7L2,DC4,0.1596491228070175,0.7968334633513979,0.7280396897350659,0.7280648735771129
gini_final,MS4A7,DC4,0.1596491228070175,0.7968334633513979,0.943311171552332,0.943336355394379
gini_final,SERPINA1,DC4,0.1596491228070175,0.7968334633513979,0.9665306739196132,0.9665558577616601
gini_final,FCER1G,DC4,0.1596491228070175,0.7968334633513979,0.9931248111211848,0.9931499949632316
gini_final,AXL,DC5,0.0263157894736842,1.5797835966168103,0.8167875491084919,0.8168127329505389
gini_final,PPP1R14A,DC5,0.0263157894736842,1.5797835966168103,0.7933162083207415,0.7933413921627883
gini_final,SIGLEC6,DC5,0.0263157894736842,1.5797835966168103,0.9471894832275612,0.9472146670696081
gini_final,CD22,DC5,0.0263157894736842,1.5797835966168103,0.703006950740405,0.703032134582452
gini_final,DAB2,DC5,0.0263157894736842,1.5797835966168103,0.7335297673012995,0.7335549511433465
gini_final,S100A10,DC5,0.0263157894736842,1.5797835966168103,0.8314949128639065,0.8315200967059535
gini_final,FAM105A,DC5,0.0263157894736842,1.5797835966168103,0.3047496726100533,0.30477485645210034
gini_final,LGMN,DC5,0.0263157894736842,1.5797835966168103,0.9203435076055204,0.9203686914475673
gini_final,ACTG1,DC5,0.0263157894736842,1.5797835966168103,0.9966001813236628,0.9966253651657097
gini_final,PLAC8,DC5,0.0263157894736842,1.5797835966168103,0.9675380276014908,0.9675632114435379
gini_final,SERPINF1,DC6,0.1517543859649122,0.8188587482076775,0.9693008965447768,0.9693260803868238
gini_final,IGJ,DC6,0.1517543859649122,0.8188587482076775,0.9955424599576912,0.9955676437997381
gini_final,GZMB,DC6,0.1517543859649122,0.8188587482076775,0.9985645210033244,0.9985897048453712
gini_final,AK128525,DC6,0.1517543859649122,0.8188587482076775,0.981540243779591,0.981565427621638
gini_final,PLD4,DC6,0.1517543859649122,0.8188587482076775,0.95741412309862,0.9574393069406669
gini_final,ITM2C,DC6,0.1517543859649122,0.8188587482076775,0.9476931600685,0.947718343910547
gini_final,IRF7,DC6,0.1517543859649122,0.8188587482076775,0.9660773647627682,0.9661025486048151
gini_final,CCDC50,DC6,0.1517543859649122,0.8188587482076775,0.5634380981162486,0.5634632819582955
gini_final,TCF4,DC6,0.1517543859649122,0.8188587482076775,0.713987105872872,0.7140122897149189
gini_final,LYZ,DC6,0.1517543859649122,0.8188587482076775,0.9972549612168832,0.9972801450589301
gini_final,CD14,Mono1,0.1421052631578947,0.8473898367938417,0.9991689332124508,0.9991941170544978
gini_final,VCAN,Mono1,0.1421052631578947,0.8473898367938417,0.953435076055203,0.9534602598972499
gini_final,S100A8,Mono1,0.1421052631578947,0.8473898367938417,0.9974060642691648,0.9974312481112119
gini_final,FCN1,Mono1,0.1421052631578947,0.8473898367938417,0.9924700312279642,0.992495215070011
gini_final,S100A9,Mono1,0.1421052631578947,0.8473898367938417,0.9990681978442632,0.99909338168631
gini_final,ITGB2,Mono1,0.1421052631578947,0.8473898367938417,0.8841795104261106,0.8842046942681575
gini_final,LRP1,Mono1,0.1421052631578947,0.8473898367938417,0.4861237030321346,0.4861488868741815
gini_final,TKT,Mono1,0.1421052631578947,0.8473898367938417,0.9352019744132164,0.9352271582552634
gini_final,LYZ,Mono1,0.1421052631578947,0.8473898367938417,0.9972549612168832,0.9972801450589301
gini_final,CSF3R,Mono1,0.1421052631578947,0.8473898367938417,0.9263876296967866,0.9264128135388335
gini_final,LAIR2,Mono2,0.1008771929824561,0.9962070109828611,0.6773697995366174,0.6773949833786642
gini_final,PSAP,Mono2,0.1008771929824561,0.9962070109828611,0.9700060441220912,0.9700312279641382
gini_final,IFI30,Mono2,0.1008771929824561,0.9962070109828611,0.98995164702327,0.9899768308653168
gini_final,FTL,Mono2,0.1008771929824561,0.9962070109828611,0.9954920922735973,0.9955172761156442
gini_final,ASAH1,Mono2,0.1008771929824561,0.9962070109828611,0.9189332124508915,0.9189583962929384
gini_final,APOBEC3A,Mono2,0.1008771929824561,0.9962070109828611,0.9779641382089252,0.9779893220509721
gini_final,SAT1,Mono2,0.1008771929824561,0.9962070109828611,0.9921678251234008,0.9921930089654478
gini_final,TSPAN14,Mono2,0.1008771929824561,0.9962070109828611,0.5007806991034552,0.5008058829455022
gini_final,RPS26,Mono2,0.1008771929824561,0.9962070109828611,0.6801903898458749,0.6802155736879218
gini_final,PTPRC,Mono2,0.1008771929824561,0.9962070109828611,0.9315251334743628,0.9315503173164098
gini_final,G0S2,Mono3,0.0271929824561403,1.5655431575022007,0.998614888687418,0.9986400725294651
gini_final,NAMPT,Mono3,0.0271929824561403,1.5655431575022007,0.9910093683892416,0.9910345522312884
gini_final,NEAT1,Mono3,0.0271929824561403,1.5655431575022007,0.7771985494106981,0.7772237332527451
gini_final,AL137655,Mono3,0.0271929824561403,1.5655431575022007,0.9276971894832275,0.9277223733252745
gini_final,CSF3R,Mono3,0.0271929824561403,1.5655431575022007,0.9263876296967866,0.9264128135388335
gini_final,FCGR3B,Mono3,0.0271929824561403,1.5655431575022007,0.9971542258486956,0.9971794096907424
gini_final,TNFRSF10C,Mono3,0.0271929824561403,1.5655431575022007,0.992520398912058,0.992545582754105
gini_final,SRGN,Mono3,0.0271929824561403,1.5655431575022007,0.97841744736577,0.978442631207817
gini_final,TREM1,Mono3,0.0271929824561403,1.5655431575022007,0.9074997481615796,0.9075249320036265
gini_final,MXD1,Mono3,0.0271929824561403,1.5655431575022007,0.8804523018031631,0.88047748564521
gini_final,PRF1,Mono4,0.0157894736842105,1.8016323462331674,0.9868792182935427,0.9869044021355898
gini_final,KLRD1,Mono4,0.0157894736842105,1.8016323462331674,0.6705701621839428,0.6705953460259897
gini_final,CTSW,Mono4,0.0157894736842105,1.8016323462331674,0.936360431147376,0.9363856149894227
gini_final,CCL5,Mono4,0.0157894736842105,1.8016323462331674,0.9532336053188274,0.9532587891608744
gini_final,GNLY,Mono4,0.0157894736842105,1.8016323462331674,0.9973556965850712,0.9973808804271179
gini_final,KLRC4-KLRK1,Mono4,0.0157894736842105,1.8016323462331674,0.9717185453812832,0.9717437292233303
gini_final,TCRBV3S1,Mono4,0.0157894736842105,1.8016323462331674,0.9881887780799838,0.9882139619220308
gini_final,NKG7,Mono4,0.0157894736842105,1.8016323462331674,0.9957439306940666,0.9957691145361136
gini_final,SPON2,Mono4,0.0157894736842105,1.8016323462331674,0.9680417044424298,0.9680668882844767
gini_final,FGFBP2,Mono4,0.0157894736842105,1.8016323462331674,0.9768560491588596,0.9768812330009066
gini_final,SKP1,Singleton,0.0552631578947368,1.2575643018828913,0.278105167724388,0.27813035156643495
gini_final,EIF2S3,Singleton,0.0552631578947368,1.2575643018828913,0.3634280245794298,0.36345320842147677
gini_final,RPL23,Singleton,0.0552631578947368,1.2575643018828913,0.9329354286289916,0.9329606124710386
gini_final,POLR2E,Singleton,0.0552631578947368,1.2575643018828913,0.2629948624962224,0.26302004633826936
gini_final,CNPY3,Singleton,0.0552631578947368,1.2575643018828913,0.4873325274503878,0.48735771129243477
gini_final,COX7C,Singleton,0.0552631578947368,1.2575643018828913,0.8142187972197038,0.8142439810617508
gini_final,EEF1B2,Singleton,0.0552631578947368,1.2575643018828913,0.9989170947919814,0.9989422786340284
gini_final,EIF5A,Singleton,0.0552631578947368,1.2575643018828913,0.3475622040898559,0.3475873879319029
gini_final,SERF2,Singleton,0.0552631578947368,1.2575643018828913,0.2644051576508512,0.2644303414928982
gini_final,NPC2,Singleton,0.0552631578947368,1.2575643018828913,0.8765739901279339,0.8765991739699809
